"SA3_CODE16","sex","age_group","calendar_year","number_of_enrolment"
31105,"female","18-24","2013",147
31105,"female","18-24","2014",157
31105,"female","18-24","2015",2143
31105,"female","18-24","2016",2298
31105,"female","18-24","2017",2229
31105,"female","18-24","2018",2208
31105,"female","18-24","2019",2229
31105,"female","18-24","2020",2169
31105,"female","18-24","2021",2150
31105,"female","18-24","2022",2155
31105,"male","18-24","2008",226
31105,"male","18-24","2009",242
31105,"male","18-24","2010",221
31105,"male","18-24","2011",240
31105,"male","18-24","2012",220
31105,"male","18-24","2013",175
31105,"male","18-24","2014",167
31105,"male","18-24","2015",2107
31105,"male","18-24","2016",2237
31105,"male","18-24","2017",2164
31105,"male","18-24","2018",2185
31105,"male","18-24","2019",2168
31105,"male","18-24","2020",2125
31105,"male","18-24","2021",2132
31105,"male","18-24","2022",2178
31106,"female","18-24","2015",2473
31106,"female","18-24","2016",2652
31106,"female","18-24","2017",2548
31106,"female","18-24","2018",2526
31106,"female","18-24","2019",2527
31106,"female","18-24","2020",2509
31106,"female","18-24","2021",2545
31106,"female","18-24","2022",2596
31106,"male","18-24","2015",2415
31106,"male","18-24","2016",2591
31106,"male","18-24","2017",2555
31106,"male","18-24","2018",2558
31106,"male","18-24","2019",2641
31106,"male","18-24","2020",2581
31106,"male","18-24","2021",2666
31106,"male","18-24","2022",2679
31201,"female","18-24","2015",912
31201,"female","18-24","2016",895
31201,"female","18-24","2017",835
31201,"female","18-24","2018",885
31201,"female","18-24","2019",937
31201,"female","18-24","2020",925
31201,"female","18-24","2021",916
31201,"female","18-24","2022",941
31201,"male","18-24","2015",847
31201,"male","18-24","2016",895
31201,"male","18-24","2017",811
31201,"male","18-24","2018",841
31201,"male","18-24","2019",937
31201,"male","18-24","2020",912
31201,"male","18-24","2021",910
31201,"male","18-24","2022",905
31202,"female","18-24","2015",3926
31202,"female","18-24","2016",4045
31202,"female","18-24","2017",3808
31202,"female","18-24","2018",3899
31202,"female","18-24","2019",3910
31202,"female","18-24","2020",3964
31202,"female","18-24","2021",4096
31202,"female","18-24","2022",4059
31202,"male","18-24","2015",3722
31202,"male","18-24","2016",3986
31202,"male","18-24","2017",3707
31202,"male","18-24","2018",3789
31202,"male","18-24","2019",3849
31202,"male","18-24","2020",3963
31202,"male","18-24","2021",4045
31202,"male","18-24","2022",3993
31203,"female","18-24","2015",512
31203,"female","18-24","2016",585
31203,"female","18-24","2017",552
31203,"female","18-24","2018",510
31203,"female","18-24","2019",487
31203,"female","18-24","2020",490
31203,"female","18-24","2021",538
31203,"female","18-24","2022",631
31203,"male","18-24","2015",478
31203,"male","18-24","2016",538
31203,"male","18-24","2017",521
31203,"male","18-24","2018",530
31203,"male","18-24","2019",501
31203,"male","18-24","2020",528
31203,"male","18-24","2021",525
31203,"male","18-24","2022",476
31301,"female","18-24","2015",726
31301,"female","18-24","2016",786
31301,"female","18-24","2017",772
31301,"female","18-24","2018",785
31301,"female","18-24","2019",799
31301,"female","18-24","2020",753
31301,"female","18-24","2021",741
31301,"female","18-24","2022",736
31301,"male","18-24","2015",712
31301,"male","18-24","2016",799
31301,"male","18-24","2017",763
31301,"male","18-24","2018",769
31301,"male","18-24","2019",759
31301,"male","18-24","2020",767
31301,"male","18-24","2021",775
31301,"male","18-24","2022",829
31302,"female","18-24","2015",2608
31302,"female","18-24","2016",2813
31302,"female","18-24","2017",2672
31302,"female","18-24","2018",2745
31302,"female","18-24","2019",2810
31302,"female","18-24","2020",2806
31302,"female","18-24","2021",2915
31302,"female","18-24","2022",2979
31302,"male","18-24","2015",2307
31302,"male","18-24","2016",2493
31302,"male","18-24","2017",2448
31302,"male","18-24","2018",2437
31302,"male","18-24","2019",2519
31302,"male","18-24","2020",2608
31302,"male","18-24","2021",2738
31302,"male","18-24","2022",2811
31303,"female","18-24","2015",291
31303,"female","18-24","2016",331
31303,"female","18-24","2017",330
31303,"female","18-24","2018",314
31303,"female","18-24","2019",317
31303,"female","18-24","2020",328
31303,"female","18-24","2021",351
31303,"female","18-24","2022",359
31303,"male","18-24","2015",287
31303,"male","18-24","2016",320
31303,"male","18-24","2017",317
31303,"male","18-24","2018",316
31303,"male","18-24","2019",324
31303,"male","18-24","2020",324
31303,"male","18-24","2021",322
31303,"male","18-24","2022",352
31304,"female","18-24","2015",2291
31304,"female","18-24","2016",2488
31304,"female","18-24","2017",2462
31304,"female","18-24","2018",2505
31304,"female","18-24","2019",2560
31304,"female","18-24","2020",2590
31304,"female","18-24","2021",2682
31304,"female","18-24","2022",2739
31304,"male","18-24","2015",2138
31304,"male","18-24","2016",2420
31304,"male","18-24","2017",2308
31304,"male","18-24","2018",2384
31304,"male","18-24","2019",2512
31304,"male","18-24","2020",2591
31304,"male","18-24","2021",2656
31304,"male","18-24","2022",2674
31305,"female","18-24","2015",1442
31305,"female","18-24","2016",1482
31305,"female","18-24","2017",1400
31305,"female","18-24","2018",1378
31305,"female","18-24","2019",1752
31305,"female","18-24","2020",1733
31305,"female","18-24","2021",1737
31305,"female","18-24","2022",1808
31305,"male","18-24","2015",1356
31305,"male","18-24","2016",1462
31305,"male","18-24","2017",1417
31305,"male","18-24","2018",1419
31305,"male","18-24","2019",1809
31305,"male","18-24","2020",1817
31305,"male","18-24","2021",1848
31305,"male","18-24","2022",1897
31401,"female","18-24","2015",3366
31401,"female","18-24","2016",3487
31401,"female","18-24","2017",3358
31401,"female","18-24","2018",3423
31401,"female","18-24","2019",3497
31401,"female","18-24","2020",3398
31401,"female","18-24","2021",3266
31401,"female","18-24","2022",3463
31401,"male","18-24","2015",3459
31401,"male","18-24","2016",3620
31401,"male","18-24","2017",3536
31401,"male","18-24","2018",3541
31401,"male","18-24","2019",3653
31401,"male","18-24","2020",3500
31401,"male","18-24","2021",3508
31401,"male","18-24","2022",3619
31402,"female","18-24","2015",2455
31402,"female","18-24","2016",2769
31402,"female","18-24","2017",2825
31402,"female","18-24","2018",3111
31402,"female","18-24","2019",3235
31402,"female","18-24","2020",3282
31402,"female","18-24","2021",3249
31402,"female","18-24","2022",3294
31402,"male","18-24","2015",2024
31402,"male","18-24","2016",2406
31402,"male","18-24","2017",2533
31402,"male","18-24","2018",2785
31402,"male","18-24","2019",2862
31402,"male","18-24","2020",2896
31402,"male","18-24","2021",2895
31402,"male","18-24","2022",2966
31403,"female","18-24","2015",1393
31403,"female","18-24","2016",1501
31403,"female","18-24","2017",1414
31403,"female","18-24","2018",1376
31403,"female","18-24","2019",1401
31403,"female","18-24","2020",1397
31403,"female","18-24","2021",1422
31403,"female","18-24","2022",1437
31403,"male","18-24","2015",1292
31403,"male","18-24","2016",1424
31403,"male","18-24","2017",1357
31403,"male","18-24","2018",1368
31403,"male","18-24","2019",1414
31403,"male","18-24","2020",1430
31403,"male","18-24","2021",1463
31403,"male","18-24","2022",1510
31501,"female","18-24","2008",592
31501,"female","18-24","2009",627
31501,"female","18-24","2010",631
31501,"female","18-24","2011",656
31501,"female","18-24","2012",643
31501,"female","18-24","2013",602
31501,"female","18-24","2014",661
31501,"female","18-24","2015",943
31501,"female","18-24","2016",1012
31501,"female","18-24","2017",973
31501,"female","18-24","2018",925
31501,"female","18-24","2019",925
31501,"female","18-24","2020",987
31501,"female","18-24","2021",930
31501,"female","18-24","2022",914
31501,"male","18-24","2008",562
31501,"male","18-24","2009",621
31501,"male","18-24","2010",606
31501,"male","18-24","2011",631
31501,"male","18-24","2012",637
31501,"male","18-24","2013",600
31501,"male","18-24","2014",639
31501,"male","18-24","2015",844
31501,"male","18-24","2016",957
31501,"male","18-24","2017",914
31501,"male","18-24","2018",894
31501,"male","18-24","2019",896
31501,"male","18-24","2020",937
31501,"male","18-24","2021",901
31501,"male","18-24","2022",825
31502,"female","18-24","2008",1870
31502,"female","18-24","2009",1872
31502,"female","18-24","2010",1753
31502,"female","18-24","2011",1746
31502,"female","18-24","2012",1654
31502,"female","18-24","2013",1627
31502,"female","18-24","2014",1623
31502,"female","18-24","2015",930
31502,"female","18-24","2016",968
31502,"female","18-24","2017",948
31502,"female","18-24","2018",956
31502,"female","18-24","2019",903
31502,"female","18-24","2020",1018
31502,"female","18-24","2021",1028
31502,"female","18-24","2022",1018
31502,"male","18-24","2008",1740
31502,"male","18-24","2009",1743
31502,"male","18-24","2010",1621
31502,"male","18-24","2011",1604
31502,"male","18-24","2012",1555
31502,"male","18-24","2013",1495
31502,"male","18-24","2014",1540
31502,"male","18-24","2015",890
31502,"male","18-24","2016",959
31502,"male","18-24","2017",912
31502,"male","18-24","2018",865
31502,"male","18-24","2019",848
31502,"male","18-24","2020",960
31502,"male","18-24","2021",983
31502,"male","18-24","2022",953
31503,"female","18-24","2008",1341
31503,"female","18-24","2009",1377
31503,"female","18-24","2010",1300
31503,"female","18-24","2011",1298
31503,"female","18-24","2012",1258
31503,"female","18-24","2013",1215
31503,"female","18-24","2014",1272
31503,"female","18-24","2015",610
31503,"female","18-24","2016",620
31503,"female","18-24","2017",592
31503,"female","18-24","2018",607
31503,"female","18-24","2019",528
31503,"female","18-24","2020",524
31503,"female","18-24","2021",547
31503,"female","18-24","2022",577
31503,"male","18-24","2008",1188
31503,"male","18-24","2009",1189
31503,"male","18-24","2010",1083
31503,"male","18-24","2011",1079
31503,"male","18-24","2012",1077
31503,"male","18-24","2013",1059
31503,"male","18-24","2014",1086
31503,"male","18-24","2015",579
31503,"male","18-24","2016",625
31503,"male","18-24","2017",549
31503,"male","18-24","2018",538
31503,"male","18-24","2019",501
31503,"male","18-24","2020",512
31503,"male","18-24","2021",503
31503,"male","18-24","2022",502
31601,"female","18-24","2008",1169
31601,"female","18-24","2009",1163
31601,"female","18-24","2010",1128
31601,"female","18-24","2011",1065
31601,"female","18-24","2012",1055
31601,"female","18-24","2013",1013
31601,"female","18-24","2014",1047
31601,"female","18-24","2015",2079
31601,"female","18-24","2016",2344
31601,"female","18-24","2017",2316
31601,"female","18-24","2018",2399
31601,"female","18-24","2019",2332
31601,"female","18-24","2020",2311
31601,"female","18-24","2021",2345
31601,"female","18-24","2022",2448
31601,"male","18-24","2008",1102
31601,"male","18-24","2009",1115
31601,"male","18-24","2010",1083
31601,"male","18-24","2011",1066
31601,"male","18-24","2012",1032
31601,"male","18-24","2013",995
31601,"male","18-24","2014",988
31601,"male","18-24","2015",1866
31601,"male","18-24","2016",2059
31601,"male","18-24","2017",2067
31601,"male","18-24","2018",2136
31601,"male","18-24","2019",2120
31601,"male","18-24","2020",2080
31601,"male","18-24","2021",2102
31601,"male","18-24","2022",2154
31602,"female","18-24","2008",1626
31602,"female","18-24","2009",1749
31602,"female","18-24","2010",1809
31602,"female","18-24","2011",1817
31602,"female","18-24","2012",1844
31602,"female","18-24","2013",1794
31602,"female","18-24","2014",1863
31602,"female","18-24","2015",2292
31602,"female","18-24","2016",2472
31602,"female","18-24","2017",2498
31602,"female","18-24","2018",2719
31602,"female","18-24","2019",2874
31602,"female","18-24","2020",2893
31602,"female","18-24","2021",3035
31602,"female","18-24","2022",3131
31602,"male","18-24","2008",1627
31602,"male","18-24","2009",1733
31602,"male","18-24","2010",1771
31602,"male","18-24","2011",1813
31602,"male","18-24","2012",1821
31602,"male","18-24","2013",1767
31602,"male","18-24","2014",1800
31602,"male","18-24","2015",2282
31602,"male","18-24","2016",2544
31602,"male","18-24","2017",2536
31602,"male","18-24","2018",2686
31602,"male","18-24","2019",2806
31602,"male","18-24","2020",2790
31602,"male","18-24","2021",3063
31602,"male","18-24","2022",3074
31603,"female","18-24","2015",2023
31603,"female","18-24","2016",2073
31603,"female","18-24","2017",1952
31603,"female","18-24","2018",2057
31603,"female","18-24","2019",2058
31603,"female","18-24","2020",1999
31603,"female","18-24","2021",2084
31603,"female","18-24","2022",2066
31603,"male","18-24","2015",1740
31603,"male","18-24","2016",1796
31603,"male","18-24","2017",1763
31603,"male","18-24","2018",1839
31603,"male","18-24","2019",1787
31603,"male","18-24","2020",1714
31603,"male","18-24","2021",1807
31603,"male","18-24","2022",1789
31605,"female","18-24","2015",714
31605,"female","18-24","2016",765
31605,"female","18-24","2017",731
31605,"female","18-24","2018",713
31605,"female","18-24","2019",1116
31605,"female","18-24","2020",1097
31605,"female","18-24","2021",1165
31605,"female","18-24","2022",1163
31605,"male","18-24","2015",709
31605,"male","18-24","2016",780
31605,"male","18-24","2017",755
31605,"male","18-24","2018",754
31605,"male","18-24","2019",1097
31605,"male","18-24","2020",1031
31605,"male","18-24","2021",1129
31605,"male","18-24","2022",1187
31606,"female","18-24","2015",1399
31606,"female","18-24","2016",1560
31606,"female","18-24","2017",1509
31606,"female","18-24","2018",1596
31606,"female","18-24","2019",1703
31606,"female","18-24","2020",1725
31606,"female","18-24","2021",1812
31606,"female","18-24","2022",1882
31606,"male","18-24","2015",1346
31606,"male","18-24","2016",1516
31606,"male","18-24","2017",1445
31606,"male","18-24","2018",1470
31606,"male","18-24","2019",1536
31606,"male","18-24","2020",1587
31606,"male","18-24","2021",1709
31606,"male","18-24","2022",1831
31607,"female","18-24","2019",1442
31607,"female","18-24","2020",1460
31607,"female","18-24","2021",1525
31607,"female","18-24","2022",1561
31607,"male","18-24","2019",1451
31607,"male","18-24","2020",1409
31607,"male","18-24","2021",1443
31607,"male","18-24","2022",1489
31608,"female","18-24","2019",574
31608,"female","18-24","2020",599
31608,"female","18-24","2021",625
31608,"female","18-24","2022",628
31608,"male","18-24","2019",654
31608,"male","18-24","2020",662
31608,"male","18-24","2021",724
31608,"male","18-24","2022",718
31701,"female","18-24","2015",5684
31701,"female","18-24","2016",5881
31701,"female","18-24","2017",5711
31701,"female","18-24","2018",5768
31701,"female","18-24","2019",5772
31701,"female","18-24","2020",5700
31701,"female","18-24","2021",5718
31701,"female","18-24","2022",5765
31701,"male","18-24","2015",5372
31701,"male","18-24","2016",5682
31701,"male","18-24","2017",5521
31701,"male","18-24","2018",5601
31701,"male","18-24","2019",5608
31701,"male","18-24","2020",5537
31701,"male","18-24","2021",5636
31701,"male","18-24","2022",5733
31801,"female","18-24","2015",1162
31801,"female","18-24","2016",1276
31801,"female","18-24","2017",1199
