"SA2_NAME","3_yr_olds_preschool_attendance_2014","4_yr_olds_preschool_attendance_2014","5_yr_olds_preschool_attendance_2014","3_yr_olds_preschool_attendance_2015","4_yr_olds_preschool_attendance_2015","5_yr_olds_preschool_attendanc_2015","6_yr_olds_preschool_attendance_2015","3_yr_olds_preschool_attendance_2016","4_yr_olds_preschool_attendance_2016","5_yr_olds_preschool_attendance_2016","6_yr_olds_preschool_attendance_2016","3_yr_olds_preschool_attendance_2017","4_yr_olds_preschool_attendance_2017","5_yr_olds_preschool_attendance_2017","6_yr_olds_preschool_attendance_2017","3_yr_olds_preschool_attendance_2018","4_yr_olds_preschool_attendance_2018","5_yr_olds_preschool_attendance_2018","6_yr_olds_preschool_attendance_2018","3_yr_olds_preschool_attendance_2019","4_yr_olds_preschool_attendance_2019","5_yr_olds_preschool_attendance_2019","6_yr_olds_preschool_attendance_2019","3_yr_olds_preschool_attendance_2020","4_yr_olds_preschool_attendance_2020","5_yr_olds_preschool_attendance_2020","6_yr_olds_preschool_attendance_2020","3_yr_olds_preschool_attendance_2021","4_yr_olds_preschool_attendance_2021","5_yr_olds_preschool_attendance_2021","6_yr_olds_preschool_attendance_2021"
"Statistical area level 2 (SA2) of child",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern Peninsula",0,0,0,0,50,0,0,0,69,3,0,0,68,3,0,0,111,7,0,0,89,4,0,0,114,0,0,0,87,5,0
"Tablelands",0,81,0,0,0,0,0,0,35,0,0,0,25,0,0,0,104,3,0,0,96,3,0,0,81,3,0,0,89,3,0
"Torres",0,0,0,0,75,3,0,0,105,6,0,0,54,0,0,0,181,0,0,0,163,7,0,0,145,7,0,0,142,8,0
"Torres Strait Islands",0,0,0,0,88,0,0,0,88,4,0,0,82,0,0,0,99,0,0,0,84,3,0,0,111,5,0,0,96,3,0
"Weipa",0,152,7,0,69,0,0,0,76,13,0,0,75,4,0,0,126,5,0,0,141,4,0,0,141,3,0,0,103,11,0
"Carpentaria",0,109,0,0,106,3,0,0,78,4,0,0,62,0,0,0,65,0,0,0,56,0,0,0,55,0,0,0,57,6,0
"Mount Isa",0,407,6,0,255,7,0,0,299,13,0,0,271,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mount Isa Region",0,0,0,0,42,0,0,0,43,3,0,0,63,0,0,0,185,5,0,0,183,3,0,0,181,0,0,0,145,8,0
"Northern Highlands",0,116,0,0,46,0,0,0,47,7,0,0,48,10,0,0,186,0,0,0,235,4,0,0,218,3,0,0,184,9,0
"Barcaldine - Blackall",0,59,0,0,59,0,0,0,59,0,0,0,50,0,0,0,39,0,0,0,41,0,0,0,36,5,0,0,33,3,0
"Charleville",0,60,0,0,59,3,0,0,53,0,0,0,57,7,0,0,220,12,0,0,207,10,0,0,238,5,0,0,196,11,0
"Far Central West",0,31,0,0,20,0,0,0,26,0,0,0,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Far South West",0,27,0,0,22,0,0,0,33,0,0,0,27,0,0,0,27,0,0,0,28,0,0,0,26,0,0,0,23,0,0
"Longreach",0,63,0,0,64,0,0,0,41,0,0,0,41,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,3,0,0
"Buderim - North",0,195,12,0,178,5,0,0,181,10,0,0,153,11,0,0,127,0,0,0,120,0,0,0,132,0,0,0,109,5,0
"Buderim - South",0,220,10,0,188,3,0,0,227,7,0,0,176,3,0,0,48,0,0,0,49,4,0,0,69,0,0,0,65,0,0
"Mountain Creek",0,164,3,0,217,3,0,0,169,7,0,0,173,6,0,0,68,0,0,0,88,0,0,0,70,0,0,0,95,0,0
"Sippy Downs",0,138,0,0,153,4,0,0,156,7,0,0,135,8,0,0,195,4,0,0,200,6,0,0,188,11,0,0,182,10,0
"Aroona - Currimundi",0,159,0,0,142,0,0,0,143,5,0,0,124,3,0,0,151,7,0,0,110,7,0,0,121,3,0,0,136,0,0
"Buddina - Minyama",0,86,0,0,84,3,0,0,74,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caloundra - Kings Beach",0,58,6,0,53,0,0,0,41,0,0,0,33,0,0,0,92,4,0,0,88,4,0,0,90,8,0,0,79,7,0
"Caloundra - West",0,299,10,0,312,9,0,0,333,12,0,0,296,22,0,0,46,0,0,0,44,0,0,0,39,0,0,0,48,5,0
"Golden Beach - Pelican Waters",0,92,5,0,145,0,0,0,119,0,0,0,120,9,0,0,66,0,0,0,77,5,0,0,68,0,0,0,77,0,0
"Moffat Beach - Battery Hill",0,96,6,0,91,0,0,0,103,3,0,0,77,0,0,0,83,6,0,0,85,3,0,0,108,6,0,0,105,3,0
"Parrearra - Warana",0,127,4,0,113,3,0,0,126,0,0,0,97,8,0,0,81,4,0,0,72,0,0,0,83,0,0,0,66,0,0
"Wurtulla - Birtinya",0,93,4,0,112,0,0,0,102,0,0,0,89,5,0,0,135,5,0,0,140,7,0,0,142,8,0,0,140,4,0
"Coolum Beach",0,233,12,0,204,4,0,0,196,11,0,0,181,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marcoola - Mudjimba",0,157,10,0,148,4,0,0,137,8,0,0,107,9,0,0,73,3,0,0,80,0,0,0,85,0,0,0,88,5,0
"Maroochydore - Kuluin",0,185,6,0,209,3,0,0,202,7,0,0,182,11,0,0,139,3,0,0,132,4,0,0,130,4,0,0,144,9,0
"Mooloolaba - Alexandra Headland",0,83,3,0,100,4,0,0,106,0,0,0,90,5,0,0,125,3,0,0,90,4,0,0,94,8,0,0,98,3,0
"Bli Bli",0,115,14,0,119,0,0,0,125,0,0,0,122,11,0,0,50,3,0,0,71,7,0,0,65,5,0,0,84,4,0
"Diddillibah - Rosemount",0,34,0,0,43,3,0,0,36,3,0,0,40,0,0,0,384,17,0,0,348,14,0,0,337,18,0,0,345,24,0
"Eumundi - Yandina",0,143,7,0,155,3,0,0,155,12,0,0,127,11,0,0,324,22,0,0,325,18,0,0,311,22,0,0,285,18,0
"Nambour",0,288,8,0,278,7,0,0,266,12,0,0,260,8,0,0,48,0,0,0,41,3,0,0,41,3,0,0,39,3,0
"Noosa Hinterland",0,260,16,0,278,7,0,0,232,13,0,0,219,15,0,0,138,0,0,0,111,10,0,0,126,3,0,0,145,10,0
"Noosa Heads",0,44,0,0,32,0,0,0,40,0,0,0,46,4,0,0,40,0,0,0,41,5,0,0,42,0,0,0,42,0,0
"Noosaville",0,90,5,0,76,7,0,0,83,3,0,0,89,7,0,0,47,5,0,0,44,4,0,0,32,5,0,0,36,0,0
"Peregian",0,174,10,0,173,8,0,0,159,13,0,0,168,12,0,0,65,8,0,0,45,4,0,0,68,3,0,0,75,0,0
"Sunshine Beach",0,101,8,0,53,3,0,0,79,4,0,0,56,4,0,0,171,7,0,0,146,13,0,0,192,11,0,0,189,10,0
"Tewantin",0,96,0,0,127,5,0,0,110,9,0,0,85,0,0,0,273,12,0,0,225,18,0,0,240,12,0,0,234,11,0
"Beerwah",0,124,0,0,102,3,0,0,104,0,0,0,110,8,0,0,47,3,0,0,60,3,0,0,68,6,0,0,55,0,0
"Caloundra Hinterland",0,78,0,0,88,0,0,0,82,4,0,0,49,5,0,0,308,18,0,0,266,27,0,0,266,17,0,0,284,18,0
"Glass House Mountains",0,62,0,0,70,6,0,0,71,3,0,0,61,7,0,0,39,0,0,0,29,3,0,0,26,5,0,0,37,0,0
"Landsborough",0,139,5,0,137,0,0,0,120,6,0,0,124,3,0,0,85,9,0,0,76,5,0,0,80,9,0,0,83,0,0
"Maroochy Hinterland",0,43,0,0,53,3,0,0,56,0,0,0,41,0,0,0,113,9,0,0,106,7,0,0,114,8,0,0,91,10,0
"Palmwoods",0,152,7,0,127,8,0,0,133,10,0,0,85,8,0,0,66,0,0,0,65,3,0,0,59,0,0,0,63,7,0
"Cambooya - Wyreema",0,99,5,0,117,0,0,0,109,4,0,0,102,5,0,0,162,7,0,0,202,5,0,0,169,10,0,0,162,4,0
"Darling Heights",0,143,4,0,194,3,0,0,209,6,0,0,183,3,0,0,104,6,0,0,107,3,0,0,107,7,0,0,108,3,0
"Drayton - Harristown",0,123,3,0,136,0,0,0,133,0,0,0,132,0,0,0,184,0,0,0,175,4,0,0,196,10,0,0,163,3,0
"Gatton",0,91,0,0,92,0,0,0,79,0,0,0,66,0,0,0,286,21,0,0,266,14,0,0,277,24,0,0,304,12,0
"Gowrie (Qld)",0,93,0,0,100,0,0,0,93,3,0,0,96,0,0,0,86,3,0,0,102,7,0,0,96,6,0,0,93,4,0
"Highfields",0,164,7,0,221,8,0,0,185,5,0,0,191,3,0,0,95,4,0,0,81,9,0,0,104,0,0,0,95,11,0
"Lockyer Valley - West",0,101,0,0,128,0,0,0,122,0,0,0,107,5,0,0,319,10,0,0,297,14,0,0,343,14,0,0,309,25,0
"Middle Ridge",0,121,3,0,90,8,0,0,91,0,0,0,97,0,0,0,128,10,0,0,128,11,0,0,118,12,0,0,123,20,0
"Newtown (Qld)",0,118,4,0,111,0,0,0,122,5,0,0,108,3,0,0,343,12,0,0,346,16,0,0,355,14,0,0,335,17,0
"North Toowoomba - Harlaxton",0,80,4,0,65,4,0,0,89,0,0,0,77,10,0,0,315,19,0,0,321,14,0,0,360,16,0,0,382,19,0
"Rangeville",0,122,6,0,78,4,0,0,92,4,0,0,98,0,0,0,519,25,0,0,570,27,0,0,577,34,0,0,578,45,0
"Toowoomba - Central",0,378,7,0,161,3,0,0,189,10,0,0,158,4,0,0,153,7,0,0,130,6,0,0,138,4,0,0,115,8,0
"Toowoomba - East",0,127,3,0,105,3,0,0,107,4,0,0,111,0,0,0,87,0,0,0,88,3,0,0,84,5,0,0,93,0,0
"Toowoomba - West",0,205,7,0,195,0,0,0,189,3,0,0,200,9,0,0,136,12,0,0,90,3,0,0,118,3,0,0,103,4,0
"Wilsonton",0,141,3,0,195,0,0,0,169,4,0,0,151,0,0,0,134,6,0,0,147,6,0,0,161,7,0,0,146,7,0
"Ayr",0,129,5,0,118,0,0,0,113,4,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Burdekin",0,110,0,0,73,0,0,0,94,4,0,0,62,0,0,0,135,8,0,0,214,0,0,0,130,11,0,0,119,5,0
"Charters Towers",0,147,0,0,114,0,0,0,110,3,0,0,93,0,0,0,12,0,0,0,8,0,0,0,13,0,0,0,8,0,0
"Dalrymple",0,23,0,0,31,0,0,0,40,0,0,0,73,4,0,0,31,0,0,0,0,0,0,0,31,0,0,0,38,0,0
"Ingham",0,57,0,0,107,0,0,0,89,7,0,0,55,0,0,0,54,3,0,0,0,0,0,0,52,3,0,0,74,0,0
"Ingham Region",0,70,0,0,0,0,0,0,0,0,0,0,53,0,0,0,34,0,0,0,45,0,0,0,46,0,0,0,41,0,0
"Palm Island",0,0,0,0,54,0,0,0,43,3,0,0,0,0,0,0,159,0,0,0,53,0,0,0,62,0,0,0,50,0,0
"Aitkenvale",0,67,6,0,47,3,0,0,58,5,0,0,42,4,0,0,0,0,0,0,88,0,0,0,73,0,0,0,86,10,0
"Annandale",0,96,6,0,105,3,0,0,100,9,0,0,97,0,0,0,76,6,0,0,52,5,0,0,71,4,0,0,67,0,0
"Belgian Gardens - Pallarenda",0,34,3,0,61,0,0,0,39,5,0,0,42,0,0,0,72,0,0,0,83,0,0,0,69,0,0,0,63,3,0
"Bohle Plains",0,103,0,0,128,4,0,0,118,0,0,0,124,3,0,0,265,0,0,0,272,8,0,0,258,11,0,0,250,7,0
"Condon - Rasmussen",0,162,4,0,175,0,0,0,176,4,0,0,164,3,0,0,37,0,0,0,55,0,0,0,60,0,0,0,59,0,0
"Cranbrook",0,85,0,0,69,0,0,0,75,4,0,0,58,5,0,0,30,0,0,0,39,0,0,0,30,4,0,0,53,0,0
"Deeragun",0,374,6,0,449,16,0,0,457,24,0,0,472,24,0,0,58,0,0,0,55,0,0,0,46,5,0,0,45,3,0
"Douglas",0,106,0,0,84,0,0,0,77,4,0,0,66,0,0,0,48,5,0,0,55,6,0,0,53,0,0,0,42,3,0
"Garbutt - West End",0,58,0,0,78,0,0,0,81,5,0,0,51,3,0,0,29,4,0,0,21,3,0,0,28,5,0,0,15,3,0
"Gulliver - Currajong - Vincent",0,98,3,0,113,0,0,0,99,3,0,0,106,3,0,0,23,0,0,0,33,3,0,0,9,3,0,0,21,0,0
"Heatley",0,51,0,0,60,0,0,0,60,0,0,0,51,0,0,0,37,0,0,0,38,3,0,0,37,5,0,0,34,0,0
"Hermit Park - Rosslea",0,62,0,0,68,6,0,0,72,3,0,0,57,0,0,0,175,17,0,0,142,16,0,0,172,8,0,0,182,19,0
"Hyde Park - Pimlico",0,46,0,0,56,4,0,0,54,5,0,0,61,0,0,0,183,16,0,0,160,14,0,0,172,10,0,0,159,16,0
"Kelso",0,169,3,0,215,6,0,0,184,8,0,0,201,0,0,0,166,10,0,0,157,10,0,0,166,8,0,0,139,10,0
"Kirwan - East",0,94,0,0,123,0,0,0,112,0,0,0,105,10,0,0,121,7,0,0,131,12,0,0,112,3,0,0,132,6,0
"Kirwan - West",0,232,7,0,264,4,0,0,243,3,0,0,222,5,0,0,117,5,0,0,91,3,0,0,114,3,0,0,99,11,0
"Magnetic Island",0,21,0,0,0,0,0,0,16,0,0,0,0,0,0,0,72,5,0,0,68,5,0,0,62,5,0,0,46,7,0
"Mount Louisa",0,171,0,0,166,0,0,0,202,0,0,0,146,3,0,0,44,0,0,0,46,0,0,0,39,0,0,0,42,0,0
"Mundingburra",0,31,0,0,45,0,0,0,44,0,0,0,31,0,0,0,329,17,0,0,338,21,0,0,365,38,0,0,398,31,0
"Northern Beaches",0,55,0,0,75,0,0,0,82,0,0,0,75,0,0,0,91,8,0,0,113,0,0,0,82,13,0,0,89,9,0
"Oonoonba",0,79,7,0,102,0,0,0,105,4,0,0,83,4,0,0,84,5,0,0,91,9,0,0,79,6,0,0,84,4,0
"South Townsville - Railway Estate",0,74,0,0,63,0,0,0,58,3,0,0,40,4,0,0,100,3,0,0,87,12,0,0,123,7,0,0,91,11,0
"Townsville - South",0,38,0,0,41,0,0,0,37,4,0,0,48,0,0,0,106,4,0,0,106,7,0,0,110,0,0,0,108,10,0
"Townsville City - North Ward",0,96,0,0,72,6,0,0,77,5,0,0,47,4,0,0,188,8,0,0,165,12,0,0,192,22,0,0,170,16,0
"Wulguru - Roseneath",0,51,0,0,70,3,0,0,59,3,0,0,55,0,0,0,123,7,0,0,101,12,0,0,101,8,0,0,91,19,0
"Ashfield - Kepnock",0,63,0,0,80,4,0,0,77,0,0,0,72,0,0,0,174,8,0,0,166,3,0,0,177,18,0,0,177,12,0
"Bargara - Burnett Heads",0,212,4,0,173,8,0,0,184,3,0,0,164,9,0,0,77,6,0,0,91,0,0,0,88,11,0,0,69,8,0
"Branyan - Kensington",0,48,0,0,47,0,0,0,56,0,0,0,73,0,0,0,35,3,0,0,40,3,0,0,33,0,0,0,35,3,0
"Bundaberg",0,217,0,0,102,0,0,0,190,13,0,0,54,0,0,0,69,3,0,0,64,3,0,0,62,7,0,0,58,4,0
"Bundaberg East - Kalkie",0,75,3,0,81,0,0,0,79,0,0,0,66,0,0,0,55,3,0,0,53,8,0,0,43,0,0,0,56,9,0
"Bundaberg North - Gooburrum",0,64,0,0,71,4,0,0,82,7,0,0,58,0,0,0,107,3,0,0,76,13,0,0,86,11,0,0,89,12,0
"Bundaberg Region - North",0,68,0,0,84,0,0,0,0,0,0,0,84,0,0,0,46,3,0,0,30,0,0,0,37,4,0,0,41,0,0
"Bundaberg Region - South",0,50,0,0,80,7,0,0,81,3,0,0,71,6,0,0,136,20,0,0,133,24,0,0,139,10,0,0,147,16,0
"Millbank - Avoca",0,80,4,0,108,0,0,0,72,4,0,0,96,0,0,0,92,6,0,0,108,4,0,0,83,9,0,0,91,0,0
"Svensson Heights - Norville",0,62,0,0,81,0,0,0,59,0,0,0,64,3,0,0,50,3,0,0,34,3,0,0,54,3,0,0,46,0,0
"Walkervale - Avenell Heights",0,122,8,0,135,3,0,0,161,0,0,0,130,0,0,0,72,3,0,0,58,3,0,0,64,0,0,0,62,0,0
"Gayndah - Mundubbera",0,52,0,0,66,0,0,0,47,0,0,0,57,3,0,0,126,3,0,0,145,3,0,0,173,10,0,0,177,5,0
"Gin Gin",0,38,0,0,44,5,0,0,47,0,0,0,43,5,0,0,50,0,0,0,53,3,0,0,60,6,0,0,47,11,0
"Kingaroy",0,226,5,0,190,5,0,0,153,3,0,0,160,7,0,0,82,3,0,0,93,4,0,0,110,6,0,0,110,11,0
"Kingaroy Region - North",0,124,5,0,128,7,0,0,106,5,0,0,135,6,0,0,131,4,0,0,129,7,0,0,152,5,0,0,155,18,0
"Kingaroy Region - South",0,55,0,0,51,0,0,0,40,0,0,0,0,0,0,0,37,7,0,0,33,0,0,0,30,0,0,0,40,4,0
"Monto - Eidsvold",0,0,0,0,40,4,0,0,40,0,0,0,33,0,0,0,134,7,0,0,144,13,0,0,125,12,0,0,140,4,0
"Nanango",0,90,3,0,112,0,0,0,100,4,0,0,68,4,0,0,232,7,0,0,244,7,0,0,235,13,0,0,229,13,0
"North Burnett",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,16,0,0,202,17,0,0,201,20,0,0,202,13,0
"Cooloola",0,37,0,0,38,5,0,0,37,0,0,0,40,9,0,0,110,0,0,0,120,9,0,0,114,3,0,0,95,3,0
"Gympie - North",0,243,9,0,210,12,0,0,205,4,0,0,193,3,0,0,154,0,0,0,167,8,0,0,161,3,0,0,187,4,0
"Gympie - South",0,79,0,0,83,0,0,0,85,4,0,0,80,0,0,0,98,3,0,0,101,7,0,0,107,7,0,0,105,4,0
"Gympie Region",0,185,3,0,183,0,0,0,218,3,0,0,220,8,0,0,83,7,0,0,58,4,0,0,65,4,0,0,73,0,0
"Kilkivan",0,30,3,0,21,0,0,0,0,0,0,0,0,0,0,0,107,6,0,0,110,4,0,0,96,7,0,0,84,3,0
"Booral - River Heads",0,48,0,0,60,3,0,0,42,0,0,0,38,0,0,0,171,8,0,0,185,13,0,0,150,13,0,0,153,12,0
"Craignish - Dundowran Beach",0,54,0,0,62,0,0,0,44,5,0,0,64,3,0,0,122,3,0,0,114,4,0,0,119,3,0,0,119,3,0
"Pialba - Eli Waters",0,184,7,0,175,9,0,0,158,0,0,0,140,10,0,0,78,4,0,0,80,6,0,0,84,0,0,0,81,0,0
"Point Vernon",0,61,3,0,81,0,0,0,65,0,0,0,52,0,0,0,106,5,0,0,99,4,0,0,102,4,0,0,88,5,0
"Torquay - Scarness - Kawungan",0,134,3,0,196,4,0,0,159,12,0,0,143,8,0,0,58,3,0,0,68,0,0,0,76,3,0,0,64,0,0
"Urangan - Wondunna",0,146,3,0,118,3,0,0,157,6,0,0,127,9,0,0,82,5,0,0,83,5,0,0,90,5,0,0,91,3,0
"Burrum - Fraser",0,111,3,0,87,0,0,0,111,0,0,0,71,0,0,0,140,0,0,0,133,5,0,0,130,8,0,0,150,10,0
"Granville",0,36,0,0,32,0,0,0,33,0,0,0,43,0,0,0,97,6,0,0,97,0,0,0,97,5,0,0,103,5,0
"Maryborough (Qld)",0,220,3,0,205,0,0,0,204,3,0,0,194,7,0,0,152,5,0,0,190,7,0,0,206,4,0,0,155,5,0
"Maryborough Region - South",0,38,0,0,54,0,0,0,59,0,0,0,64,4,0,0,141,5,0,0,113,6,0,0,146,8,0,0,142,3,0
"Tinana",0,71,0,0,51,0,0,0,61,0,0,0,70,3,0,0,92,0,0,0,75,3,0,0,68,9,0,0,87,0,0
"Migratory - Offshore - Shipping (Qld)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,0,0,81,0,0,0,72,5,0,0,72,0,0
"399999919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,107,7,0,0,94,7,0,0,71,4,0
"399999989",0,1975,0,0,305,0,0,0,840,0,0,0,33,0,0,0,23,7,0,0,77,5,0,0,33,5,0,0,38,4,0
"No usual address (Qld)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,6,0,0,37,5,0,0,36,0,0,0,43,0,0
"Adelaide",0,56,12,0,55,3,0,0,54,6,0,0,52,7,0,0,0,0,0,0,47,0,0,0,44,0,0,0,59,0,0
"North Adelaide",0,30,0,0,28,12,0,0,36,4,0,0,31,11,0,0,30,0,0,0,0,0,0,0,31,0,0,0,34,0,0
"Adelaide Hills",0,59,10,0,62,5,0,0,61,8,0,0,57,12,0,0,50,4,0,0,41,3,0,0,45,0,0,0,44,0,0
"Aldgate - Stirling",0,229,37,0,184,22,0,0,213,33,0,0,207,30,0,0,95,5,0,0,72,6,0,0,85,0,0,0,81,7,0
"Hahndorf - Echunga",0,49,4,0,50,8,0,0,32,6,0,0,46,7,0,0,34,0,0,0,38,3,0,0,37,0,0,0,31,8,0
"Lobethal - Woodside",0,116,12,0,107,21,0,0,88,11,0,0,90,23,0,0,96,4,0,0,118,3,0,0,116,3,0,0,107,9,0
"Mount Barker",0,194,30,0,238,25,0,0,213,31,0,0,220,30,0,0,140,4,0,0,144,11,0,0,139,3,0,0,125,9,0
"Mount Barker Region",0,64,24,0,52,10,0,0,63,8,0,0,79,17,0,0,58,0,0,0,59,5,0,0,52,0,0,0,56,0,0
"Nairne",0,80,14,0,68,10,0,0,63,15,0,0,69,10,0,0,454,14,0,0,426,12,0,0,453,12,0,0,438,12,0
"Uraidla - Summertown",0,50,8,0,51,16,0,0,46,7,0,0,43,5,0,0,74,0,0,0,67,5,0,0,66,0,0,0,73,8,0
"Burnside - Wattle Park",0,185,16,0,198,41,0,0,184,19,0,0,211,13,0,0,80,0,0,0,48,0,0,0,56,5,0,0,55,5,0
"Glenside - Beaumont",0,90,4,0,77,11,0,0,110,15,0,0,102,15,0,0,109,3,0,0,90,0,0,0,94,0,0,0,82,0,0
"Toorak Gardens",0,148,19,0,177,23,0,0,153,27,0,0,172,17,0,0,35,0,0,0,50,0,0,0,42,0,0,0,40,0,0
"Athelstone",0,81,16,0,99,21,0,0,93,9,0,0,89,11,0,0,40,4,0,0,53,3,0,0,41,0,0,0,51,0,0
"Paradise - Newton",0,196,39,0,232,33,0,0,234,26,0,0,201,30,0,0,43,0,0,0,42,5,0,0,50,0,0,0,46,0,0
"Rostrevor - Magill",0,226,28,0,229,41,0,0,258,41,0,0,228,34,0,0,151,6,0,0,171,0,0,0,141,3,0,0,121,5,0
"Norwood (SA)",0,71,16,0,68,11,0,0,85,13,0,0,82,17,0,0,94,0,0,0,96,3,0,0,85,0,0,0,85,0,0
"Payneham - Felixstow",0,147,16,0,126,24,0,0,149,14,0,0,121,15,0,0,186,0,0,0,201,7,0,0,189,3,0,0,159,5,0
"St Peters - Marden",0,142,22,0,133,21,0,0,128,9,0,0,130,15,0,0,13,4,0,0,19,0,0,0,16,0,0,0,0,0,0
"Nailsworth - Broadview",0,64,12,0,62,10,0,0,77,6,0,0,54,4,0,0,178,0,0,0,148,9,0,0,139,8,0,0,141,4,0
"Prospect",0,149,28,0,174,18,0,0,155,13,0,0,154,18,0,0,25,0,0,0,33,0,0,0,34,0,0,0,29,0,0
"Walkerville",0,71,15,0,63,11,0,0,80,5,0,0,54,8,0,0,76,3,0,0,48,3,0,0,79,0,0,0,82,4,0
"Goodwood - Millswood",0,183,27,0,179,43,0,0,197,30,0,0,139,24,0,0,97,0,0,0,66,0,0,0,97,0,0,0,69,4,0
"Unley - Parkside",0,229,24,0,195,35,0,0,197,18,0,0,225,30,0,0,46,0,0,0,58,0,0,0,39,0,0,0,50,0,0
"Gawler - North",0,127,21,0,126,25,0,0,113,12,0,0,106,23,0,0,40,0,0,0,41,0,0,0,49,0,0,0,40,0,0
"Gawler - South",0,175,27,0,206,32,0,0,237,32,0,0,217,31,0,0,60,6,0,0,51,0,0,0,51,0,0,0,60,0,0
"Lewiston - Two Wells",0,50,12,0,70,20,0,0,73,7,0,0,53,6,0,0,44,0,0,0,43,0,0,0,50,0,0,0,35,0,0
"Craigmore - Blakeview",0,239,52,0,242,45,0,0,276,27,0,0,287,30,0,0,64,0,0,0,74,3,0,0,79,5,0,0,51,3,0
"Davoren Park",0,336,66,0,314,65,0,0,363,46,0,0,337,65,0,0,157,12,0,0,139,9,0,0,150,15,0,0,143,7,0
"Elizabeth",0,117,22,0,115,25,0,0,121,18,0,0,128,27,0,0,51,5,0,0,72,0,0,0,53,0,0,0,45,0,0
"Elizabeth East",0,161,32,0,153,39,0,0,145,28,0,0,177,23,0,0,64,0,0,0,63,8,0,0,64,3,0,0,63,7,0
"Munno Para West - Angle Vale",0,152,31,0,232,38,0,0,251,40,0,0,251,22,0,0,68,0,0,0,54,0,0,0,61,0,0,0,77,3,0
"One Tree Hill",0,15,0,0,18,4,0,0,20,3,0,0,15,0,0,0,55,0,0,0,53,0,0,0,59,4,0,0,60,0,0
"Smithfield - Elizabeth North",0,170,34,0,180,25,0,0,209,39,0,0,164,27,0,0,81,0,0,0,48,7,0,0,67,6,0,0,69,5,0
"Virginia - Waterloo Corner",0,43,3,0,42,8,0,0,49,8,0,0,44,10,0,0,58,0,0,0,71,10,0,0,61,0,0,0,57,3,0
"Enfield - Blair Athol",0,259,39,0,300,35,0,0,273,37,0,0,253,36,0,0,79,0,0,0,61,3,0,0,67,4,0,0,52,3,0
"Northgate - Oakden - Gilles Plains",0,258,43,0,302,44,0,0,311,31,0,0,298,44,0,0,44,4,0,0,69,0,0,0,47,3,0,0,60,4,0
"Windsor Gardens",0,245,33,0,239,36,0,0,294,36,0,0,283,39,0,0,135,3,0,0,115,7,0,0,129,0,0,0,93,3,0
"Dry Creek - North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5,0,0,55,3,0,0,58,0,0,0,55,0,0
"Ingle Farm",0,166,33,0,191,25,0,0,166,23,0,0,173,19,0,0,32,0,0,0,29,0,0,0,28,0,0,0,36,3,0
"Para Hills",0,170,29,0,180,38,0,0,175,31,0,0,180,22,0,0,124,8,0,0,131,3,0,0,118,7,0,0,124,9,0
"Parafield",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,109,3,0,0,117,8,0,0,86,3,0
"Parafield Gardens",0,205,36,0,250,32,0,0,242,34,0,0,249,34,0,0,38,0,0,0,44,4,0,0,37,0,0,0,44,0,0
"Paralowie",0,223,42,0,205,52,0,0,228,35,0,0,223,35,0,0,36,5,0,0,32,0,0,0,38,0,0,0,32,0,0
"Pooraka",0,267,33,0,251,35,0,0,277,31,0,0,288,34,0,0,86,5,0,0,60,0,0,0,58,4,0,0,58,0,0
"Salisbury",0,169,38,0,200,34,0,0,211,38,0,0,202,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salisbury East",0,199,32,0,174,45,0,0,195,31,0,0,196,30,0,0,27,5,0,0,38,0,0,0,39,0,0,0,33,0,0
"Salisbury North",0,265,33,0,246,40,0,0,267,44,0,0,243,45,0,0,178,5,0,0,165,3,0,0,137,9,0,0,156,4,0
"Golden Grove",0,107,17,0,102,24,0,0,96,13,0,0,98,13,0,0,96,6,0,0,81,3,0,0,78,8,0,0,89,3,0
"Greenwith",0,114,22,0,115,14,0,0,96,17,0,0,104,19,0,0,179,7,0,0,197,5,0,0,184,10,0,0,200,10,0
"Highbury - Dernancourt",0,132,18,0,93,24,0,0,117,17,0,0,126,18,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0
"Hope Valley - Modbury",0,140,23,0,148,23,0,0,162,28,0,0,185,14,0,0,38,5,0,0,48,3,0,0,39,0,0,0,39,8,0
